"","Y","id","rev","rev_$100Mto$500M","rev_$10B+","rev_$10Mto$50M","rev_$1Bto$10B","rev_$1Mto$10M","rev_$500Mto$1B","rev_$50Mto$100M","rev_Lessthan$1M","rev_NA"
"1457",0,1457,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1458",0,1458,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1459",0,1459,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1460",0,1460,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1461",0,1461,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1462",0,1462,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1463",0,1463,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1464",0,1464,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1465",0,1465,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1466",0,1466,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1467",0,1467,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1468",0,1468,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1469",0,1469,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1470",0,1470,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1471",0,1471,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1472",0,1472,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1473",0,1473,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1474",0,1474,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1475",0,1475,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1476",0,1476,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1477",0,1477,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1478",0,1478,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1479",0,1479,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1480",0,1480,"$100Mto$500M",1,0,0,0,0,0,0,0,0
"1481",0,1481,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1482",0,1482,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1483",0,1483,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1484",0,1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1485",0,1485,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1486",0,1486,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1487",0,1487,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1488",0,1488,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1489",0,1489,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1490",0,1490,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1491",0,1491,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1492",0,1492,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1493",0,1493,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1494",0,1494,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1495",0,1495,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1496",0,1496,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1497",0,1497,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1498",0,1498,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1499",0,1499,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1500",0,1500,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1501",0,1501,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1502",0,1502,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1503",0,1503,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1504",0,1504,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1505",0,1505,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1506",0,1506,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1507",0,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1508",0,1508,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1509",0,1509,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1510",0,1510,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1511",0,1511,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1512",0,1512,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1513",0,1513,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1514",0,1514,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1515",0,1515,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1516",0,1516,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1517",0,1517,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1518",0,1518,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1519",0,1519,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1520",0,1520,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1521",0,1521,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1522",0,1522,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1523",0,1523,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1524",0,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1525",0,1525,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1526",0,1526,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1527",0,1527,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1528",0,1528,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1529",0,1529,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1530",0,1530,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1531",0,1531,"$1Bto$10B",0,0,0,1,0,0,0,0,0
"1532",0,1532,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1533",0,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1534",0,1534,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1535",0,1535,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1536",0,1536,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1537",0,1537,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1538",0,1538,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1539",0,1539,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1540",0,1540,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1541",0,1541,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1542",0,1542,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1543",0,1543,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1544",0,1544,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1545",0,1545,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1546",0,1546,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1547",0,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1548",0,1548,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1549",0,1549,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1550",0,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1551",0,1551,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1552",0,1552,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1553",0,1553,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1554",0,1554,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1555",0,1555,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1556",0,1556,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1557",0,1557,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1558",0,1558,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1559",0,1559,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1560",0,1560,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1561",0,1561,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1562",0,1562,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1563",0,1563,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1564",0,1564,"$100Mto$500M",1,0,0,0,0,0,0,0,0
"1565",0,1565,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1566",0,1566,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1567",0,1567,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1568",0,1568,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1569",0,1569,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1570",0,1570,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1571",0,1571,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1572",0,1572,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1573",0,1573,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1574",0,1574,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1575",0,1575,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1576",0,1576,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1577",0,1577,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1578",0,1578,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1579",0,1579,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1580",0,1580,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1581",0,1581,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1582",0,1582,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1583",0,1583,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1584",0,1584,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1585",0,1585,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1586",0,1586,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1587",0,1587,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1588",0,1588,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1589",0,1589,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1590",0,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1591",0,1591,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1592",0,1592,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1593",0,1593,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1594",0,1594,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1595",0,1595,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1596",0,1596,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1597",0,1597,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1598",0,1598,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1599",0,1599,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1600",0,1600,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1601",0,1601,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1602",0,1602,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1603",0,1603,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1604",0,1604,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1605",0,1605,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1606",0,1606,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1607",0,1607,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1608",0,1608,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1609",0,1609,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1610",0,1610,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1611",0,1611,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1612",0,1612,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1613",0,1613,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1614",0,1614,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1615",0,1615,"$1Bto$10B",0,0,0,1,0,0,0,0,0
"1616",0,1616,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1617",0,1617,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1618",0,1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1619",0,1619,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1620",0,1620,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1621",0,1621,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1622",0,1622,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1623",0,1623,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1624",0,1624,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1625",0,1625,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1626",0,1626,"$500Mto$1B",0,0,0,0,0,1,0,0,0
"1627",0,1627,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1628",0,1628,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1629",0,1629,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1630",0,1630,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1631",0,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1632",0,1632,"$1Bto$10B",0,0,0,1,0,0,0,0,0
"1633",0,1633,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1634",0,1634,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1635",0,1635,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1636",0,1636,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1637",0,1637,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1638",0,1638,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1639",0,1639,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1640",0,1640,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1641",0,1641,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1642",0,1642,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1643",0,1643,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1644",0,1644,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1645",0,1645,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1646",0,1646,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1647",0,1647,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1648",0,1648,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1649",0,1649,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1650",0,1650,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1651",0,1651,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1652",0,1652,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1653",0,1653,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1654",0,1654,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1655",0,1655,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1656",0,1656,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1657",0,1657,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1658",0,1658,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1659",0,1659,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1660",0,1660,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1661",0,1661,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1662",0,1662,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1663",0,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1664",0,1664,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1665",0,1665,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1666",0,1666,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1667",0,1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1668",0,1668,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1669",0,1669,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1670",0,1670,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1671",0,1671,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1672",0,1672,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1673",0,1673,"$100Mto$500M",1,0,0,0,0,0,0,0,0
"1674",0,1674,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1675",0,1675,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1676",0,1676,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1677",0,1677,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1678",0,1678,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1679",0,1679,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1680",0,1680,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1681",0,1681,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1682",0,1682,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1683",0,1683,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1684",0,1684,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1685",0,1685,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1686",0,1686,"$100Mto$500M",1,0,0,0,0,0,0,0,0
"1687",0,1687,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1688",0,1688,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1689",0,1689,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1690",0,1690,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1691",0,1691,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1692",0,1692,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1693",0,1693,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1694",0,1694,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1695",0,1695,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1696",0,1696,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1697",0,1697,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1698",0,1698,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1699",0,1699,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1700",0,1700,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1701",0,1701,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1702",0,1702,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1703",0,1703,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1704",0,1704,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1705",0,1705,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1706",0,1706,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1707",0,1707,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1708",0,1708,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1709",0,1709,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1710",0,1710,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1711",0,1711,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1712",0,1712,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1713",0,1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1714",0,1714,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1715",0,1715,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1716",0,1716,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1717",0,1717,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1718",0,1718,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1719",0,1719,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1720",0,1720,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1721",0,1721,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1722",0,1722,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1723",0,1723,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1724",0,1724,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1725",0,1725,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1726",0,1726,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1727",0,1727,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1728",0,1728,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1729",0,1729,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1730",0,1730,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1731",0,1731,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1732",0,1732,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1733",0,1733,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1734",0,1734,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1735",0,1735,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1736",0,1736,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1737",0,1737,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1738",0,1738,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1739",0,1739,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1740",0,1740,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1741",0,1741,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1742",0,1742,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1743",0,1743,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1744",0,1744,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1745",0,1745,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1746",0,1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1747",0,1747,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1748",0,1748,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1749",0,1749,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1750",0,1750,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1751",0,1751,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1752",0,1752,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1753",0,1753,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1754",0,1754,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1755",0,1755,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1756",0,1756,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1757",0,1757,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1758",0,1758,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1759",0,1759,"$50Mto$100M",0,0,0,0,0,0,1,0,0
"1760",0,1760,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1761",0,1761,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1762",0,1762,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1763",0,1763,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1764",0,1764,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1765",0,1765,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1766",0,1766,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1767",0,1767,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1768",0,1768,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1769",0,1769,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1770",0,1770,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1771",0,1771,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1772",0,1772,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1773",0,1773,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1774",0,1774,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1775",0,1775,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1776",0,1776,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1777",0,1777,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1778",0,1778,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1779",0,1779,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1780",0,1780,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1781",0,1781,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1782",0,1782,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1783",0,1783,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1784",0,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1785",0,1785,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1786",0,1786,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1787",0,1787,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1788",0,1788,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1789",0,1789,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1790",0,1790,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1791",0,1791,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1792",0,1792,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1793",0,1793,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1794",0,1794,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1795",0,1795,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1796",0,1796,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1797",0,1797,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1798",0,1798,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1799",0,1799,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1800",0,1800,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1801",0,1801,"$10Mto$50M",0,0,1,0,0,0,0,0,0
"1802",0,1802,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1803",0,1803,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1804",0,1804,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1805",0,1805,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1806",0,1806,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1807",0,1807,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1808",0,1808,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1809",0,1809,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1810",0,1810,"$100Mto$500M",1,0,0,0,0,0,0,0,0
"1811",0,1811,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1812",0,1812,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1813",0,1813,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1814",0,1814,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1815",0,1815,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1816",0,1816,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1817",0,1817,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1818",0,1818,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1819",0,1819,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1820",0,1820,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1821",0,1821,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1822",0,1822,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1823",0,1823,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1824",0,1824,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1825",0,1825,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1826",0,1826,"Lessthan$1M",0,0,0,0,0,0,0,1,0
"1827",0,1827,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1828",0,1828,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1829",0,1829,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1830",0,1830,"$1Mto$10M",0,0,0,0,1,0,0,0,0
"1831",0,1831,"Lessthan$1M",0,0,0,0,0,0,0,1,0
