"","Y","id","tfa_1M","category","category_$500Mto$1B","category_$100Mto$500M","category_$10Mto$50M","category_$1Bto$10B","category_$50Mto$100M","category_$1Mto$10M","category_Lessthan$1M","category_NA"
"1966",0,1966,1,"Lessthan$1M",0,0,0,0,0,0,1,0
"1967",0,1967,0.1,"Lessthan$1M",0,0,0,0,0,0,1,0
"1968",0,1968,12,"$10Mto$50M",0,0,1,0,0,0,0,0
"1969",0,1969,5.240487,"$1Mto$10M",0,0,0,0,0,1,0,0
"1970",0,1970,0.1,"Lessthan$1M",0,0,0,0,0,0,1,0
"1971",0,1971,0.2,"Lessthan$1M",0,0,0,0,0,0,1,0
"1972",0,1972,0.27,"Lessthan$1M",0,0,0,0,0,0,1,0
"1973",0,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1974",0,1974,0.45,"Lessthan$1M",0,0,0,0,0,0,1,0
"1975",0,1975,1,"Lessthan$1M",0,0,0,0,0,0,1,0
"1976",0,1976,15.102417,"$10Mto$50M",0,0,1,0,0,0,0,0
"1977",0,1977,0.12,"Lessthan$1M",0,0,0,0,0,0,1,0
"1978",0,1978,0.75,"Lessthan$1M",0,0,0,0,0,0,1,0
"1979",0,1979,2,"$1Mto$10M",0,0,0,0,0,1,0,0
"1980",0,1980,19.9,"$10Mto$50M",0,0,1,0,0,0,0,0
"1981",0,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1982",0,1982,0.46,"Lessthan$1M",0,0,0,0,0,0,1,0
"1983",0,1983,1.9,"$1Mto$10M",0,0,0,0,0,1,0,0
"1984",0,1984,4.1,"$1Mto$10M",0,0,0,0,0,1,0,0
"1985",0,1985,0.2,"Lessthan$1M",0,0,0,0,0,0,1,0
"1986",0,1986,1.4,"$1Mto$10M",0,0,0,0,0,1,0,0
"1987",0,1987,5.04,"$1Mto$10M",0,0,0,0,0,1,0,0
"1988",0,1988,7.5,"$1Mto$10M",0,0,0,0,0,1,0,0
"1989",0,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1990",0,1990,91.143286,"$50Mto$100M",0,0,0,0,1,0,0,0
"1991",0,1991,3,"$1Mto$10M",0,0,0,0,0,1,0,0
"1992",0,1992,1,"Lessthan$1M",0,0,0,0,0,0,1,0
"1993",0,1993,0.96,"Lessthan$1M",0,0,0,0,0,0,1,0
"1994",0,1994,1.603,"$1Mto$10M",0,0,0,0,0,1,0,0
"1995",0,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1996",0,1996,0.75,"Lessthan$1M",0,0,0,0,0,0,1,0
"1997",0,1997,1.399997,"$1Mto$10M",0,0,0,0,0,1,0,0
"1998",0,1998,1.2,"$1Mto$10M",0,0,0,0,0,1,0,0
"1999",0,1999,1.225,"$1Mto$10M",0,0,0,0,0,1,0,0
"2000",0,2000,1.9,"$1Mto$10M",0,0,0,0,0,1,0,0
